scan	thread_id	sender	note
2026-04-27	19dcecb9f91ed86a	donotreply@jobalert.indeed.com	0 URLs (none extracted)
2026-04-27	19dce7020fa6a92d	alerts@welcometothejungle.com	1 URL extracted (tracker)
2026-04-27	19dcdffc5b34b74a	notifications@nofluffjobs.com	6 URLs extracted (base64)
2026-04-27	19dcdffc5a65100d	notifications@nofluffjobs.com	3 URLs extracted (base64)
2026-04-27	19dcdffc5765ab18	notifications@nofluffjobs.com	6 URLs extracted (base64)
2026-04-27	19dcdd78902271be	no-reply@justjoin.it	8 URLs extracted (direct)
2026-04-27	19dcdca196127b68	no-reply@justjoin.it	9 URLs extracted (direct)
2026-04-27	19dcdc839fde7f08	no-reply@justjoin.it	2 URLs extracted (direct)
2026-04-27	19dcdb7755eb7d5b	jobs@mail.xing.com	0 URLs (all 22 trackers unresolved)
2026-04-27	19dca4c484ba0d6b	donotreply@jobalert.indeed.com	0 URLs (none extracted)
2026-04-27	19dc9e77579408ef	notifications@nofluffjobs.com	11 URLs extracted (base64)
2026-04-27	19dc9e67df363744	notifications@nofluffjobs.com	7 URLs extracted (base64)
2026-04-27	19dc9e67c500c433	notifications@nofluffjobs.com	6 URLs extracted (base64)
2026-04-27	19dc898f98854008	no-reply@justjoin.it	8 URLs extracted (direct)
2026-04-27	19dc8985859f455e	no-reply@justjoin.it	7 URLs extracted (direct)
2026-04-27	19dc898273ac6b64	no-reply@justjoin.it	9 URLs extracted (direct)
2026-04-27	19dc505554ef68f6	donotreply@jobalert.indeed.com	0 URLs (none extracted)
2026-04-27	19dc455e03b6bce2	donotreply@jobalert.indeed.com	0 URLs (none extracted)
2026-04-27	19dc442496b5a005	donotreply@jobalert.indeed.com	0 URLs (none extracted)
2026-04-27	19dc42351fa61bcf	alerts@welcometothejungle.com	1 URL extracted (tracker)
2026-04-27	19dc4224acefbc86	alerts@welcometothejungle.com	1 URL extracted (tracker)
2026-04-27	19dc3dd67c0fe401	jobalert@mailing.theprotocol.it	9 URLs extracted (direct)
2026-04-27	19dc375e71e10b14	no-reply@justjoin.it	9 URLs extracted (direct)
2026-04-27	19dc3721cdd6ce8f	no-reply@justjoin.it	9 URLs extracted (direct)
2026-04-27	19dc371c2ab58e72	no-reply@justjoin.it	7 URLs extracted (direct)
2026-04-27	19dc2a3970ac4824	notifications@nofluffjobs.com	1 URL extracted (base64)
2026-04-27	19dc2a396803099d	notifications@nofluffjobs.com	1 URL extracted (base64)
2026-04-27	19dc2a395c3a1c96	notifications@nofluffjobs.com	0 URLs (none extracted)
2026-04-27	19dbfd0045303e03	donotreply@jobalert.indeed.com	0 URLs (none extracted)
2026-04-27	19dbfaa8ae02d527	donotreply@jobalert.indeed.com	1 URL extracted (direct)
2026-04-27	19dbf6a3fb7c7846	donotreply@jobalert.indeed.com	1 URL extracted (direct)
2026-04-27	19dbf587918ebd23	donotreply@jobalert.indeed.com	0 URLs (none extracted)
2026-04-27	19dbf55dd732f617	donotreply@jobalert.indeed.com	2 URLs extracted (direct)
2026-04-27	19dbf42415cd06d2	donotreply@jobalert.indeed.com	0 URLs (none extracted)
2026-04-27	19dbf3bc2d743929	donotreply@jobalert.indeed.com	2 URLs extracted (direct)
2026-04-27	19dbf36bf5a79e4f	donotreply@jobalert.indeed.com	3 URLs extracted (direct)
2026-04-28	19dd2ecf3a49d064	no-reply@justjoin.it	7 URLs extracted (direct)
2026-04-28	19dd2e7c5adb5405	no-reply@justjoin.it	6 URLs extracted (direct)
2026-04-28	19dd2dca34b07402	jobs@mail.xing.com	0 URLs (all 1 trackers unresolved)
2026-04-28	19dd2d13cf65940a	jobs@mail.xing.com	0 URLs (none extracted)
2026-04-28	19dd22ed58807f9a	notifications@nofluffjobs.com	4 URLs extracted (base64)
2026-04-28	19dd22ed3383818c	notifications@nofluffjobs.com	0 URLs (none extracted)
2026-04-28	19dd22ed1ad035a6	notifications@nofluffjobs.com	0 URLs (none extracted)
2026-04-28	19dd020999bb218d	jobalerts-noreply@linkedin.com	6 URLs extracted (direct)
2026-04-28	19dcfb4713d36e2d	jobalerts-noreply@linkedin.com	6 URLs extracted (direct)
2026-04-28	19dcf653f2ad84ab	donotreply@jobalert.indeed.com	0 URLs (none extracted)
2026-04-28	19dcf4cd6ed4dc0d	donotreply@jobalert.indeed.com	0 URLs (none extracted)
2026-04-28	19dcef4c4c4a4b55	donotreply@jobalert.indeed.com	0 URLs (none extracted)
2026-04-28	19dcecb9f91ed86a	donotreply@jobalert.indeed.com	0 URLs (none extracted)
2026-04-28	19dd2dca34b07402	jobs@mail.xing.com	0 URLs (all 1 trackers unresolved)
2026-04-28	19dd2d13cf65940a	jobs@mail.xing.com	0 URLs (none extracted)
2026-04-28	19dd22ed3383818c	notifications@nofluffjobs.com	0 URLs (none extracted)
2026-04-28	19dd22ed1ad035a6	notifications@nofluffjobs.com	0 URLs (none extracted)
2026-04-28	19dd1b8fa8ca07fe	info@jobagent.stepstone.at	0 URLs (all 22 trackers unresolved)
2026-04-28	19dd1b8e1d156fe7	info@jobagent.stepstone.at	0 URLs (all 40 trackers unresolved)
2026-04-28	19dd1b8b1553f349	info@jobagent.stepstone.at	0 URLs (all 31 trackers unresolved)
2026-04-28	19dcf653f2ad84ab	donotreply@jobalert.indeed.com	0 URLs (none extracted)
2026-04-28	19dcf4cd6ed4dc0d	donotreply@jobalert.indeed.com	0 URLs (none extracted)
2026-04-28	19dcef4c4c4a4b55	donotreply@jobalert.indeed.com	0 URLs (none extracted)
2026-04-28	19dcecb9f91ed86a	donotreply@jobalert.indeed.com	0 URLs (none extracted)
2026-04-28	19dcebd05ef14a86	info@jobagent.stepstone.at	0 URLs (all 40 trackers unresolved)
2026-04-28	19dd2ecf3a49d064	no-reply@justjoin.it	0 URLs (none extracted)
2026-04-28	19dd2e7c5adb5405	no-reply@justjoin.it	0 URLs (none extracted)
2026-04-28	19dd2dca34b07402	jobs@mail.xing.com	8 URLs extracted (tracker)
2026-04-28	19dd2d13cf65940a	jobs@mail.xing.com	6 URLs extracted (tracker)
2026-04-28	19dd22ed58807f9a	notifications@nofluffjobs.com	0 URLs (none extracted)
2026-04-28	19dd22ed3383818c	notifications@nofluffjobs.com	0 URLs (none extracted)
2026-04-28	19dd22ed1ad035a6	notifications@nofluffjobs.com	0 URLs (none extracted)
2026-04-28	19dd020999bb218d	jobalerts-noreply@linkedin.com	0 URLs (none extracted)
2026-04-28	19dcfb4713d36e2d	jobalerts-noreply@linkedin.com	0 URLs (none extracted)
2026-04-28	19dcf653f2ad84ab	donotreply@jobalert.indeed.com	0 URLs (none extracted)
2026-04-28	19dcf4cd6ed4dc0d	donotreply@jobalert.indeed.com	0 URLs (none extracted)
2026-04-28	19dcf468a7980fcb	jobalerts-noreply@linkedin.com	0 URLs (none extracted)
2026-04-28	19dcf21ed6591c5e	donotreply@jobalert.indeed.com	0 URLs (none extracted)
2026-04-28	19dcef4c4c4a4b55	donotreply@jobalert.indeed.com	0 URLs (none extracted)
2026-04-28	19dcecb9f91ed86a	donotreply@jobalert.indeed.com	0 URLs (none extracted)
2026-04-28	19dce7020fa6a92d	alerts@welcometothejungle.com	1 URL extracted (tracker)
2026-04-28	19dcdffc5b34b74a	notifications@nofluffjobs.com	0 URLs (none extracted)
2026-04-28	19dcdffc5a65100d	notifications@nofluffjobs.com	0 URLs (none extracted)
2026-04-28	19dcdffc5765ab18	notifications@nofluffjobs.com	0 URLs (none extracted)
2026-04-30	19ddd70a7b089d32	jobalerts-noreply@linkedin.com	1 URLs (direct, auto-match=0, deferred=1)
2026-04-30	19ddd6f2ed9eb4d0	jobalert@mailing.theprotocol.it	8 URLs (direct, auto-match=8, deferred=0)
2026-04-30	19ddd45a8a75eed9	no-reply@justjoin.it	3 URLs (direct, auto-match=0, deferred=3)
2026-04-30	19ddd379535fae72	no-reply@justjoin.it	5 URLs (direct, auto-match=5, deferred=0)
2026-04-30	19ddd35d9368dee5	jobs@mail.xing.com	10 URLs (tracker, auto-match=9, deferred=1)
2026-04-30	19ddd31230d9717a	jobs@mail.xing.com	10 URLs (tracker, auto-match=8, deferred=2)
2026-04-30	19ddc90ed5faf892	notifications@nofluffjobs.com	0 URLs (none extracted)
2026-04-30	19ddc90ec6ca2cd6	notifications@nofluffjobs.com	2 URLs (base64, auto-match=2, deferred=0)
2026-04-30	19ddc8e40963a81d	info@jobagent.stepstone.de	10 URLs (tracker, auto-match=0, deferred=10)
2026-04-30	19ddc7d3a763014a	info@jobagent.stepstone.de	10 URLs (tracker, auto-match=0, deferred=10)
2026-04-30	19dda42a7a7a7b4f	jobs@mail.xing.com	20 URLs (tracker, auto-match=6, deferred=14)
2026-04-30	19dd9654566ca4a6	donotreply@jobalert.indeed.com	1 URLs (direct, auto-match=0, deferred=1)
2026-04-30	19dd954d752772b2	donotreply@jobalert.indeed.com	1 URLs (direct, auto-match=1, deferred=0)
2026-04-30	19dd93a8edeac50b	donotreply@jobalert.indeed.com	0 URLs (none extracted)
2026-04-30	19dd927e3cc45573	donotreply@jobalert.indeed.com	2 URLs (direct, auto-match=0, deferred=2)
2026-04-30	19dd91c5edfb04e9	donotreply@jobalert.indeed.com	2 URLs (direct, auto-match=2, deferred=0)
2026-04-30	19dd919685f93822	donotreply@jobalert.indeed.com	3 URLs (direct, auto-match=0, deferred=3)
2026-04-30	19dd8e65a7974efc	donotreply@jobalert.indeed.com	1 URLs (direct, auto-match=1, deferred=0)
2026-04-30	19dd8e31cf56fa1b	donotreply@jobalert.indeed.com	1 URLs (direct, auto-match=1, deferred=0)
2026-04-30	19dd8b783371c29c	jobalerts-noreply@linkedin.com	8 URLs (direct, auto-match=8, deferred=0)
2026-04-30	19dd87649e390d2c	jobalert@mailing.theprotocol.it	5 URLs (direct, auto-match=5, deferred=0)
2026-04-30	19dd874cb1abd033	jobalert@mailing.theprotocol.it	7 URLs (direct, auto-match=1, deferred=6)
2026-04-30	19dd86afd69a97d7	jobalert@mailing.theprotocol.it	7 URLs (direct, auto-match=6, deferred=1)
2026-04-30	19dd85e8eb6f6ad5	jobalert@mailing.theprotocol.it	6 URLs (direct, auto-match=6, deferred=0)
2026-04-30	19dd849a75e3e371	jobalerts-noreply@linkedin.com	4 URLs (direct, auto-match=4, deferred=0)
2026-04-30	19dd812721f32f5e	no-reply@justjoin.it	7 URLs (direct, auto-match=4, deferred=3)
2026-04-30	19dd80e54db6252d	no-reply@justjoin.it	10 URLs (direct, auto-match=10, deferred=0)
2026-04-30	19dd809a3c1bf688	jobs@mail.xing.com	5 URLs (tracker, auto-match=1, deferred=4)
2026-04-30	19dd808be222110e	jobs@mail.xing.com	5 URLs (tracker, auto-match=1, deferred=4)
2026-04-30	19dd74295de87434	notifications@nofluffjobs.com	3 URLs (base64, auto-match=3, deferred=0)
2026-04-30	19dd74295a48d8f7	notifications@nofluffjobs.com	3 URLs (base64, auto-match=3, deferred=0)
2026-04-30	19dd7429475be3b9	notifications@nofluffjobs.com	2 URLs (base64, auto-match=1, deferred=1)
2026-04-30	19dd73582c7008ca	info@jobagent.stepstone.de	10 URLs (tracker, auto-match=0, deferred=10)
2026-04-30	19dd71fe0387ba4c	info@jobagent.stepstone.de	10 URLs (tracker, auto-match=0, deferred=10)
2026-04-30	19dd71fada9301d1	info@jobagent.stepstone.de	8 URLs (tracker, auto-match=0, deferred=8)
2026-04-30	19dd4a258d031cd6	notifications@nofluffjobs.com	5 URLs (base64, auto-match=5, deferred=0)
2026-04-30	19dd49ef67d13226	notifications@nofluffjobs.com	6 URLs (base64, auto-match=3, deferred=3)
2026-04-30	19dd49eb8879d95c	notifications@nofluffjobs.com	2 URLs (base64, auto-match=0, deferred=2)
2026-04-30	19dd464e8905ddac	app@germantechjobs.de	1 URLs (direct, auto-match=0, deferred=1)
2026-04-30	19dd462d0979c370	donotreply@jobalert.indeed.com	1 URLs (direct, auto-match=0, deferred=1)
2026-04-30	19dd44a494cd8f3e	donotreply@jobalert.indeed.com	0 URLs (none extracted)
2026-04-30	19dd44718f5a6627	donotreply@jobalert.indeed.com	1 URLs (direct, auto-match=1, deferred=0)
2026-04-30	19dd43f9b04d8fa7	donotreply@jobalert.indeed.com	3 URLs (direct, auto-match=3, deferred=0)
2026-04-30	19dd43665b6cd8df	donotreply@jobalert.indeed.com	2 URLs (direct, auto-match=0, deferred=2)
2026-04-30	19dd3fbea4834526	donotreply@jobalert.indeed.com	1 URLs (direct, auto-match=1, deferred=0)
2026-04-30	19dd3f7d1af8d1bd	donotreply@jobalert.indeed.com	1 URLs (direct, auto-match=1, deferred=0)
2026-04-30	19dd3ea21eda8811	donotreply@jobalert.indeed.com	2 URLs (direct, auto-match=2, deferred=0)
2026-05-04	19df2a35c4e1b635	donotreply@jobalert.indeed.com	1 URLs (direct, auto-match=0, deferred=1)
2026-05-04	19df2774da0d065f	jobalerts-noreply@linkedin.com	3 URLs (direct, auto-match=0, deferred=3)
2026-05-04	19df26cd14b1dffc	donotreply@jobalert.indeed.com	0 URLs (none extracted)
2026-05-04	19df21c141a7cb44	notifications@nofluffjobs.com	2 URLs (base64, auto-match=0, deferred=2)
2026-05-04	19df21c13d19510f	notifications@nofluffjobs.com	3 URLs (base64, auto-match=3, deferred=0)
2026-05-04	19df21c125a281ed	notifications@nofluffjobs.com	2 URLs (base64, auto-match=2, deferred=0)
2026-05-04	19df1e8c36eb0b29	jobs@mail.xing.com	5 URLs (tracker, auto-match=3, deferred=2)
2026-05-04	19df1e5ed9ea7311	jobs@mail.xing.com	5 URLs (tracker, auto-match=3, deferred=2)
2026-05-04	19dee4b849ec9144	no-reply@justjoin.it	5 URLs (direct, auto-match=5, deferred=0)
2026-05-04	19dee1f1814a7764	donotreply@jobalert.indeed.com	0 URLs (none extracted)
2026-05-04	19dee063f49df4b0	notifications@nofluffjobs.com	3 URLs (base64, auto-match=3, deferred=0)
2026-05-04	19dee063df8e891a	notifications@nofluffjobs.com	4 URLs (base64, auto-match=1, deferred=3)
2026-05-04	19dee063c214e9f3	notifications@nofluffjobs.com	1 URLs (base64, auto-match=1, deferred=0)
2026-05-04	19dedc99f43b12c6	donotreply@jobalert.indeed.com	1 URLs (direct, auto-match=1, deferred=0)
2026-05-04	19dedbf3301626a1	jobalerts-noreply@linkedin.com	6 URLs (direct, auto-match=0, deferred=6)
2026-05-04	19ded7b2cd5dabbb	donotreply@jobalert.indeed.com	1 URLs (direct, auto-match=0, deferred=1)
2026-05-04	19ded708912c64e5	donotreply@jobalert.indeed.com	0 URLs (none extracted)
2026-05-04	19ded50ef0642d3b	jobalerts-noreply@linkedin.com	1 URLs (direct, auto-match=0, deferred=1)
2026-05-04	19deceb27eeed521	jobalert@mailing.theprotocol.it	6 URLs (direct, auto-match=1, deferred=5)
2026-05-04	19dece31c319ddee	jobalerts-noreply@linkedin.com	1 URLs (direct, auto-match=0, deferred=1)
2026-05-04	19dec93b0d3d91d9	jobs@mail.xing.com	3 URLs (tracker, auto-match=1, deferred=2)
2026-05-04	19dec88e3a95434c	jobs@mail.xing.com	2 URLs (tracker, auto-match=1, deferred=1)
2026-05-04	19de8df7fe0914ed	donotreply@jobalert.indeed.com	1 URLs (direct, auto-match=1, deferred=0)
